protein,task_id
EIF2AK3 (PEK),1f30af24-6457-4401-8441-f36893b32ef2
EIF2AK2 (PKR),39910917-895a-4662-87e4-45c3b5b884fa
PLK1,9dbdf17d-e975-4c21-955d-eaef703a3a6d
PLK2,dcb422c0-53dc-4ab0-bbe1-13e85a311171
PLK3,00b19874-6f4b-40bf-90a0-df42f6ddef87
PLK5,8502d569-f5fb-43b9-a0ad-268eff5a35e4
PLK4,c1788803-4fb5-42c3-a2c5-adc273cb171c
SCYL1,e4e3edf7-0f15-44ce-8b2f-994eb58a18e3
SCYL2,09a8e086-c230-46a1-a8bd-72b56e211a78
SCYL3,029ee443-c520-4eab-a403-10946719498d
STKLD1 (SgK071),f871f83f-5044-4683-b06c-93212e4ce0a5
PKDCC (SgK493),4e7f00fd-0a9e-44a9-bde9-35052544e050
PXK (Slob),cf0f58f4-70e2-4006-aabf-185323799650
TBCK,91dffb3e-0c55-489c-bca0-d691632127f6
PBK,455fdf91-3c49-4368-a4c2-4835776f29cc
TTK,809c37e9-38d2-41eb-908b-116b22b612a8
STK36 (Fused),a0aec1cd-bb81-45c0-ad49-b53f6f56d06b
ULK1,58c73cf8-3cc9-4ea7-9a25-b0f3c9d7a901
ULK2,34533d98-a969-4a41-974c-00da9a88a7ae
ULK3,19625177-0c02-44a3-b800-bfa3f74a630e
ULK4,49188955-aed4-44b1-b0b1-dd4c1aa2c61b
PIK3R4,4eebccb8-d71d-4008-bb7c-4ab331e5eb65
PKMYT1 (MYT1),3555200c-7b22-44ca-87f1-b7cbb37b289e
WEE1,234b3882-686b-44c3-9482-e83f1e340e8d
WEE2 (Wee1B),f2c866be-5312-432b-94b9-1e3e298ae8c4
WNK1,f3841388-9226-49fa-8518-9dfd440cec3b
WNK2,e1ebc089-ba28-49f4-a53d-bfe13a4bf8ad
WNK3,2db4031a-efdf-4b2e-b044-352caf86e258
WNK4,0e26c08e-73bd-49f6-8e50-df74e65f0d5e
POMK (SgK196),4293ae79-860b-4b1e-9eaf-f0569bc28bbb
RNASEL,3a395477-c621-4974-a538-b117c0010dab
STK31 (SgK396),977dbd30-4518-4942-ba21-4e6df912d556
EEF2K,e4fcb031-acf7-4bfc-a21f-9f42916eace7
ALPK1 (AlphaK1),8b26219f-9522-46d0-88ac-13045f9ea557
ALPK2 (AlphaK2),5a816b1f-09c1-4e46-a238-53ff8b44ed16
ALPK3 (AlphaK3),2e6ab0d7-2692-4a4d-9c3f-790d0c84b6c8
FAM20A,8b852348-c833-45bd-ae97-09e98af0b05e
FAM20B,b6ff7d22-b5c3-40b0-ac34-b60b34092455
IPMK,fc01f878-1b72-4a25-82b1-9ea058038c52
ITPKA,16258cad-1259-48aa-9679-56a59675f2e9
ITPKB,18953a37-2118-4dab-89bc-dfc1c9322913
PI4K2A,71c4f9ff-a281-4b06-830c-f161c1898359
PI4KA,e5873d9a-c806-4e44-b830-97c03460552c
PI4KB,e1ec59c6-13b9-4982-94d0-6d8697ef0588
PIK3C2A,c85f7826-249c-4192-a9cc-9b509085260d
PIK3C2B,e26070e4-e2b5-44da-8142-ec884b3c98d9
PIK3C2G,af0f7754-934c-43cf-9be4-257dd51cc1cf
PIK3C3,7aa7750f-b284-40c3-9212-9fc64a2c7fa9
PIK3CA,93bfbb9b-aa79-421e-bccc-07c5c26aa243
PIK3CB,8e3feeeb-4b00-4d13-a8d2-713a394776c1
PIK3CD,12045ee2-ea68-4695-a72e-ff745cbdc5fc
PIK3CG,6e734263-060f-4422-a8ea-f0275b2ffe42
ATR,08759ef9-7c85-401a-b887-8d8ae12e033d
PRKDC (DNAPK),4e4588f6-eb32-4625-84c1-55db1521a80d
SMG1,d93873e1-24f3-4399-8161-f62e084c9e4d
TRRAP,d41c1d25-ca81-48cf-8eb3-ba6cc905981e
IP6K1,52e2b047-222b-4143-98e0-38db84c00c0a
IP6K2,2aef2c24-5f53-4ab8-9091-ab2dc2d8a82d
IP6K3,ccde124e-ba58-4017-89c2-aa35e8b670c6
IPPK,2a48491f-0965-435c-b01a-3746b6b2d848
ITPKC,ae5b0685-ab9d-478b-9e60-6caf5c978a2f
PI4K2B,617d160b-382f-44c4-92be-25bc8c195cdb
PIKFYVE,99c1c532-656e-4c00-acf1-3e3031fa8e9f
PIP4K2A,1b1b37d7-152f-4aa4-8083-9deab55d3477
PIP4K2B,8da11e30-43c7-4509-8d0a-6f459c2055f1
PIP4K2C,bea13df8-6f28-4131-bc5e-2d29ffa95af9
PIP5K1A,55a4933a-12e9-4ecc-93c5-aac3e4237576
PIP5K1B,98ee74ac-5fb9-4968-8889-1f1c193ad743
PIP5K1C,f7f4726b-6014-4b35-b9da-9f829eccd24e
PIP5KL1,0f64d207-0b6f-440d-b8db-d1c61b6edbcd
COQ8A (ADCK3),180b0bbd-e0d6-43af-9e40-de6d6c9ce4a8
COQ8B (ADCK4),757eae0c-f219-4091-8b09-a518f2737a3d
ADCK1,b245a6ee-bf0b-40df-bab8-7e9f763de98e
ADCK2,b5903538-7d43-4d5d-9215-f809fecdb2c8
ADCK5,0ca3ae9d-3233-40e0-b2e0-aefe46460e84
TP53RK (PRPK),2f551539-e6f6-45ad-94fe-d758ecfd43df
CHKA,2df7f3aa-200f-43c1-949e-b090fa300a09
CHKB,88d4c328-4514-4cc9-be88-457aafad0ef8
RIOK1,a496c5db-b71c-4308-9e7c-9de329be8758
RIOK2,3b15616a-eb21-4323-b099-a35a4a3a23c8
RIOK3,259cbd1a-e4b4-417b-bb91-394e23b72c4c
ACAD10,01b30258-dcb0-4316-b6f8-727ff7eb87f3
ACAD11,b6f12fd9-4797-475e-8a0b-70f21a68bea6
ETNK1,a9d9a213-17dc-4aa9-a2b1-e6eaff618920
ETNK2,4d7f9ae2-cf45-4312-b1cd-fca412981d9e
FN3KRP,ddbaeb1f-21ad-4c62-8709-3046ae1da1ac
HYKK,3a671a21-529b-4de5-9536-d774632a35b4
SELENOO,173f3cda-daf3-4c70-b52d-cdcb8fe01f0e
